Id,WnvPresent
1,0.01649394138794687
2,0.008461838575594518
3,0.018584437393694125
4,2.1668244706250163e-12
5,1.7480738869927435e-12
6,2.3202399646556563e-12
7,1.72237866755375e-07
8,1.7223786675537562e-07
9,0.011557305126130976
10,0.005929210492870848
11,0.013022115727497282
12,1.5182939585368438e-12
13,1.224875414542246e-12
14,1.6257921988836856e-12
15,1.20687077366506e-07
16,1.2068707736650643e-07
17,0.01850282670764176
18,0.00949245114370767
19,0.020847935400438777
20,2.4307336095634617e-12
21,1.9609811531655154e-12
22,2.6028343969708022e-12
23,1.9321563755509937e-07
24,1.9321563755510006e-07
25,0.006817615164375136
26,0.0034976211952362675
27,0.007681701978716738
28,8.956364656580768e-13
29,7.225498599818525e-13
30,9.590493136822439e-13
31,7.119289832866545e-08
32,7.11928983286657e-08
33,0.006857548750280726
34,0.0035181082061774287
35,0.007726696877735263
36,9.00882578100508e-13
37,7.26782132735444e-13
38,9.646668613484353e-13
39,7.160990451818044e-08
40,7.160990451818069e-08
41,0.007366809433795879
42,0.003779372727218543
43,0.008300502923679709
44,9.677846292848436e-13
45,7.807549995952387e-13
46,1.036305711185939e-12
47,7.692785561840273e-08
48,7.692785561840301e-08
49,0.006786581482497687
50,0.003481700076064277
51,0.007646734986632679
52,8.915595419123195e-13
53,7.192608238666367e-13
54,9.546837356042784e-13
55,7.086882932427073e-08
56,7.086882932427099e-08
57,0.008414639714509401
58,0.00431693803568369
59,0.00948113863670387
60,1.1054390709922153e-12
61,8.918069736888356e-13
62,1.1837063619039355e-12
63,8.786981594352355e-08
64,8.786981594352387e-08
65,0.005295076213029066
66,0.00271651748398141
67,0.00596619146760088
68,6.956191029392276e-13
69,5.611869376713426e-13
70,7.44870322768672e-13
71,5.529379605445422e-08
72,5.529379605445442e-08
73,0.015022576979046054
74,0.0077069887903823495
75,0.01692658745368468
76,1.9735299552981455e-12
77,1.5921345853453161e-12
78,2.1132598121374482e-12
79,1.5687315428015952e-07
80,1.5687315428016007e-07
81,0.007188460591762493
82,0.0036878749417023683
83,0.008099549566865344
84,9.44354775489681e-13
85,7.618530921492851e-13
86,1.0112169770136253e-12
87,7.506544909181172e-08
88,7.5065449091812e-08
89,0.012573290161020392
90,0.006450438327882825
91,0.014166870024225313
92,1.651764860585516e-12
93,1.3325523407112359e-12
94,1.7687131069915036e-12
95,1.3129649393643603e-07
96,1.312964939364365e-07
97,0.013221011751961397
98,0.0067827370438510596
99,0.014896685965258281
100,1.736856650376206e-12
101,1.4011996805152188e-12
102,1.85982956520627e-12
103,1.380603220870927e-07
104,1.380603220870932e-07
105,0.005008012210941893
106,0.0025692458774325432
107,0.00564274403625067
108,6.579072371257246e-13
109,5.307630945072752e-13
110,7.044883816431034e-13
111,5.229613223482368e-08
112,5.229613223482387e-08
113,0.013835174525894346
114,0.007097819177946533
115,0.015588689735202268
116,1.8175397870628282e-12
117,1.4662903633437489e-12
118,1.9462252288845916e-12
119,1.4447371252754113e-07
120,1.4447371252754164e-07
121,0.005940720206255079
122,0.0030477503360620624
123,0.00669366648939839
124,7.804379567794932e-13
125,6.296140878779555e-13
126,8.356945206233808e-13
127,6.203592890560732e-08
128,6.203592890560753e-08
129,0.014204876294357753
130,0.00728748619641522
131,0.016005248713359364
132,1.8661078533544456e-12
133,1.5054723873503447e-12
134,1.9982320111337093e-12
135,1.4833432064043034e-07
136,1.4833432064043084e-07
137,0.01074589174098812
138,0.005512933453825894
139,0.012107861159598037
140,1.4116978250011031e-12
141,1.1388795620796465e-12
142,1.511648846498499e-12
143,1.1221389880799049e-07
144,1.1221389880799088e-07
145,0.01654440674058316
146,0.008487728668060879
147,0.018641298889958753
148,2.1734541510900465e-12
149,1.7534223457429264e-12
150,2.327339039719832e-12
151,1.7276485084478636e-07
152,1.7276485084478697e-07
153,0.0214492206959083
154,0.011004031045830571
155,0.024167764986598856
156,2.817804137081147e-12
157,2.2732482014433114e-12
158,3.0173102898094252e-12
159,2.2398333602229155e-07
160,2.2398333602229235e-07
161,0.01496241926547987
162,0.007676126254297077
163,0.01685880515500769
164,1.9656269803338163e-12
165,1.585758903165247e-12
166,2.1047972907839673e-12
167,1.562449577800136e-07
168,1.5624495778001415e-07
169,0.007903174679370734
170,0.004054542622567522
171,0.008904848852411062
172,1.0382474320782187e-12
173,8.376004834991053e-13
174,1.1117574209479579e-12
175,8.252884591700081e-08
176,8.25288459170011e-08
177,0.01060488605944734
178,0.00544059372086724
179,0.011948983957411253
180,1.3931737770447432e-12
181,1.123935386880917e-12
182,1.4918132590025044e-12
183,1.1074144797178713e-07
184,1.1074144797178751e-07
185,0.006619673688896721
186,0.003396071858208956
187,0.00745867275409901
188,8.69632709325362e-13
189,7.015714706267475e-13
190,9.312044395393333e-13
191,6.912589586534111e-08
192,6.912589586534135e-08
193,0.020034209304689056
194,0.010278091884686556
195,0.022573410429798074
196,2.6319127702700833e-12
197,2.1232813497000882e-12
198,2.8182574434867684e-12
199,2.0920708953724834e-07
200,2.0920708953724908e-07
201,0.009220390802018405
202,0.0047303101627117
203,0.01038901324887236
204,1.2112913432043061e-12
205,9.772027200639123e-13
206,1.2970531861002024e-12
207,9.628386599888449e-08
208,9.628386599888482e-08
209,0.011099803956701093
210,0.005694500004164348
211,0.01250662936551562
212,1.4581916030146729e-12
213,1.176388165270617e-12
214,1.5614344767225274e-12
215,1.1590962462750964e-07
216,1.1590962462751005e-07
217,0.008059243743151123
218,0.004134610278520203
219,0.0090806986191041
220,1.0587503706150325e-12
221,8.541411179384436e-13
222,1.1337120084241978e-12
223,8.415859601613032e-08
224,8.415859601613063e-08
225,0.006021467802620619
226,0.0030891760395820094
227,0.006784648299873556
228,7.910458438595858e-13
229,6.381719432336912e-13
230,8.470534672650927e-13
231,6.287913511184423e-08
232,6.287913511184446e-08
233,0.023123484008327148
234,0.011862973462897808
235,0.02605422989988785
236,3.0377536706880704e-12
237,2.4506912944888646e-12
238,3.252832689062629e-12
239,2.414668188682134e-07
240,2.414668188682143e-07
241,0.011962829453262025
242,0.006137255453984091
243,0.013479037532414948
244,1.571568067786645e-12
245,1.2678540131758096e-12
246,1.6828382213181495e-12
247,1.2492176229593724e-07
248,1.249217622959377e-07
249,0.013885054815450572
250,0.007123409117209755
251,0.01564489201558108
252,1.824092607245109e-12
253,1.4715768154777788e-12
254,1.9532420018047088e-12
255,1.4499458709986033e-07
256,1.4499458709986084e-07
257,0.005956217730808283
258,0.0030557009858192125
259,0.006711128220833105
260,7.824738810407819e-13
261,6.312565587311793e-13
